hour	channel	value	hour_text	channel_text	programs
26	3	189	18 Sep 2015 00:00 UTC	FOX-News	The OReilly Factor
26	4	0	18 Sep 2015 00:00 UTC	France	None
26	5	75	18 Sep 2015 00:00 UTC	HLN	Nancy Grace
26	6	153	18 Sep 2015 00:00 UTC	KABC	Eyewitness News 5PM
26	7	0	18 Sep 2015 00:00 UTC	KCAL	None
26	8	280	18 Sep 2015 00:00 UTC	KCBS	CBS 2 News at 5PM
26	9	219	18 Sep 2015 00:00 UTC	KMEX	Primer Impacto
26	10	158	18 Sep 2015 00:00 UTC	KNBC	Channel 4 News
26	11	0	18 Sep 2015 00:00 UTC	KTTV-FOX	None
26	12	166	18 Sep 2015 00:00 UTC	MSNBC	All In With Chris Hayes
26	13	0	18 Sep 2015 00:00 UTC	Spain	None
26	14	0	18 Sep 2015 00:00 UTC	WEWS	None
26	15	0	18 Sep 2015 00:00 UTC	WKYC	None
26	16	0	18 Sep 2015 00:00 UTC	WUAB	None
26	17	186	18 Sep 2015 00:00 UTC	World	BBC World News America, Nightly Business Report
27	1	93	18 Sep 2015 01:00 UTC	AlJazeera	News
27	2	0	18 Sep 2015 01:00 UTC	CNN	None
27	3	247	18 Sep 2015 01:00 UTC	FOX-News	The Kelly File
27	4	0	18 Sep 2015 01:00 UTC	France	None
27	5	84	18 Sep 2015 01:00 UTC	HLN	HLN Dr Drew
27	6	209	18 Sep 2015 01:00 UTC	KABC	Eyewitness News 6PM, World News Tonight With David Muir
27	7	0	18 Sep 2015 01:00 UTC	KCAL	None
27	8	296	18 Sep 2015 01:00 UTC	KCBS	CBS 2 News at 6, CBS Evening News
27	9	174	18 Sep 2015 01:00 UTC	KMEX	Noticias 34, Noticiero Univision
27	10	223	18 Sep 2015 01:00 UTC	KNBC	Channel 4 News, NBC Nightly News
27	11	0	18 Sep 2015 01:00 UTC	KTTV-FOX	None
27	12	375	18 Sep 2015 01:00 UTC	MSNBC	The Rachel Maddow Show, Global 3000
27	13	0	18 Sep 2015 01:00 UTC	Spain	None
27	14	0	18 Sep 2015 01:00 UTC	WEWS	None
27	15	0	18 Sep 2015 01:00 UTC	WKYC	None
27	16	0	18 Sep 2015 01:00 UTC	WUAB	None
27	17	183	18 Sep 2015 01:00 UTC	World	BBC World News, Newsline
28	1	115	18 Sep 2015 02:00 UTC	AlJazeera	min, Ali Velshi on Target
28	2	0	18 Sep 2015 02:00 UTC	CNN	None
28	3	214	18 Sep 2015 02:00 UTC	FOX-News	Hannity
28	4	0	18 Sep 2015 02:00 UTC	France	None
28	5	0	18 Sep 2015 02:00 UTC	HLN	None
28	6	0	18 Sep 2015 02:00 UTC	KABC	None
28	7	0	18 Sep 2015 02:00 UTC	KCAL	None
28	8	0	18 Sep 2015 02:00 UTC	KCBS	None
28	9	0	18 Sep 2015 02:00 UTC	KMEX	None
28	10	162	18 Sep 2015 02:00 UTC	KNBC	EXTRA, Access Hollywood
28	11	0	18 Sep 2015 02:00 UTC	KTTV-FOX	None
28	12	213	18 Sep 2015 02:00 UTC	MSNBC	The Last Word With Lawrence ODonnell
28	13	0	18 Sep 2015 02:00 UTC	Spain	None
28	14	0	18 Sep 2015 02:00 UTC	WEWS	None
28	15	0	18 Sep 2015 02:00 UTC	WKYC	None
28	16	124	18 Sep 2015 02:00 UTC	WUAB	Cleveland 19 News On 43
28	17	0	18 Sep 2015 02:00 UTC	World	None
29	1	171	18 Sep 2015 03:00 UTC	AlJazeera	News, Inside Story
29	2	0	18 Sep 2015 03:00 UTC	CNN	None
29	3	0	18 Sep 2015 03:00 UTC	FOX-News	None
29	4	0	18 Sep 2015 03:00 UTC	France	None
29	5	0	18 Sep 2015 03:00 UTC	HLN	None
29	6	0	18 Sep 2015 03:00 UTC	KABC	None
29	7	135	18 Sep 2015 03:00 UTC	KCAL	KCAL 9 News at 8PM
29	8	0	18 Sep 2015 03:00 UTC	KCBS	None
29	9	0	18 Sep 2015 03:00 UTC	KMEX	None
29	10	0	18 Sep 2015 03:00 UTC	KNBC	None
29	11	0	18 Sep 2015 03:00 UTC	KTTV-FOX	None
29	12	0	18 Sep 2015 03:00 UTC	MSNBC	None
29	13	0	18 Sep 2015 03:00 UTC	Spain	None
29	14	0	18 Sep 2015 03:00 UTC	WEWS	None
29	15	56	18 Sep 2015 03:00 UTC	WKYC	Channel 3 News at 11
29	16	0	18 Sep 2015 03:00 UTC	WUAB	None
29	17	0	18 Sep 2015 03:00 UTC	World	None
30	1	0	18 Sep 2015 04:00 UTC	AlJazeera	None
30	2	0	18 Sep 2015 04:00 UTC	CNN	None
30	3	0	18 Sep 2015 04:00 UTC	FOX-News	None
30	4	0	18 Sep 2015 04:00 UTC	France	None
30	5	0	18 Sep 2015 04:00 UTC	HLN	None
30	6	0	18 Sep 2015 04:00 UTC	KABC	None
30	7	0	18 Sep 2015 04:00 UTC	KCAL	None
30	8	0	18 Sep 2015 04:00 UTC	KCBS	None
30	9	0	18 Sep 2015 04:00 UTC	KMEX	None
30	10	132	18 Sep 2015 04:00 UTC	KNBC	Dateline NBC
30	11	0	18 Sep 2015 04:00 UTC	KTTV-FOX	None
30	12	0	18 Sep 2015 04:00 UTC	MSNBC	None
30	13	0	18 Sep 2015 04:00 UTC	Spain	None
30	14	0	18 Sep 2015 04:00 UTC	WEWS	None
30	15	0	18 Sep 2015 04:00 UTC	WKYC	None
30	16	0	18 Sep 2015 04:00 UTC	WUAB	None
30	17	0	18 Sep 2015 04:00 UTC	World	None
31	1	0	18 Sep 2015 05:00 UTC	AlJazeera	None
31	2	0	18 Sep 2015 05:00 UTC	CNN	None
31	3	0	18 Sep 2015 05:00 UTC	FOX-News	None
31	4	0	18 Sep 2015 05:00 UTC	France	None
31	5	0	18 Sep 2015 05:00 UTC	HLN	None
31	6	0	18 Sep 2015 05:00 UTC	KABC	None
31	7	0	18 Sep 2015 05:00 UTC	KCAL	None
31	8	0	18 Sep 2015 05:00 UTC	KCBS	None
31	9	0	18 Sep 2015 05:00 UTC	KMEX	None
31	10	106	18 Sep 2015 05:00 UTC	KNBC	Dateline NBC
31	11	88	18 Sep 2015 05:00 UTC	KTTV-FOX	Ten OClock News
31	12	0	18 Sep 2015 05:00 UTC	MSNBC	None
31	13	0	18 Sep 2015 05:00 UTC	Spain	None
31	14	0	18 Sep 2015 05:00 UTC	WEWS	None
31	15	0	18 Sep 2015 05:00 UTC	WKYC	None
31	16	0	18 Sep 2015 05:00 UTC	WUAB	None
31	17	0	18 Sep 2015 05:00 UTC	World	None
32	1	0	18 Sep 2015 06:00 UTC	AlJazeera	None
32	2	0	18 Sep 2015 06:00 UTC	CNN	None
32	3	0	18 Sep 2015 06:00 UTC	FOX-News	None
32	4	0	18 Sep 2015 06:00 UTC	France	None
32	5	0	18 Sep 2015 06:00 UTC	HLN	None
32	6	159	18 Sep 2015 06:00 UTC	KABC	KABC 7 News at 11PM, Jimmy Kimmel Live
32	7	227	18 Sep 2015 06:00 UTC	KCAL	Entertainment Tonight, The Insider
32	8	175	18 Sep 2015 06:00 UTC	KCBS	CBS 2 News at 11PM, Late Show with Stephen Colbert
32	9	156	18 Sep 2015 06:00 UTC	KMEX	Noticias 34, Noticias Edicion Nocturna
32	10	157	18 Sep 2015 06:00 UTC	KNBC	Channel 4 News at 11PM, Tonight Show with Jimmy Fallon
32	11	0	18 Sep 2015 06:00 UTC	KTTV-FOX	None
32	12	0	18 Sep 2015 06:00 UTC	MSNBC	None
32	13	0	18 Sep 2015 06:00 UTC	Spain	None
32	14	0	18 Sep 2015 06:00 UTC	WEWS	None
32	15	0	18 Sep 2015 06:00 UTC	WKYC	None
32	16	0	18 Sep 2015 06:00 UTC	WUAB	None
32	17	0	18 Sep 2015 06:00 UTC	World	None
33	1	0	18 Sep 2015 07:00 UTC	AlJazeera	None
33	2	0	18 Sep 2015 07:00 UTC	CNN	None
33	3	0	18 Sep 2015 07:00 UTC	FOX-News	None
33	4	0	18 Sep 2015 07:00 UTC	France	None
33	5	0	18 Sep 2015 07:00 UTC	HLN	None
33	6	122	18 Sep 2015 07:00 UTC	KABC	Jimmy Kimmel Live, Nightline
33	7	0	18 Sep 2015 07:00 UTC	KCAL	None
33	8	237	18 Sep 2015 07:00 UTC	KCBS	Late Show with Stephen Colbert, Late Late Show with James Corden
33	9	0	18 Sep 2015 07:00 UTC	KMEX	None
33	10	142	18 Sep 2015 07:00 UTC	KNBC	Tonight Show with Jimmy Fallon, Late Night with Seth Myers
33	11	0	18 Sep 2015 07:00 UTC	KTTV-FOX	None
33	12	0	18 Sep 2015 07:00 UTC	MSNBC	None
33	13	0	18 Sep 2015 07:00 UTC	Spain	None
33	14	0	18 Sep 2015 07:00 UTC	WEWS	None
33	15	0	18 Sep 2015 07:00 UTC	WKYC	None
33	16	0	18 Sep 2015 07:00 UTC	WUAB	None
33	17	0	18 Sep 2015 07:00 UTC	World	None
34	1	0	18 Sep 2015 08:00 UTC	AlJazeera	None
34	2	0	18 Sep 2015 08:00 UTC	CNN	None
34	3	0	18 Sep 2015 08:00 UTC	FOX-News	None
34	4	0	18 Sep 2015 08:00 UTC	France	None
34	5	0	18 Sep 2015 08:00 UTC	HLN	None
34	6	16	18 Sep 2015 08:00 UTC	KABC	Nightline
34	7	0	18 Sep 2015 08:00 UTC	KCAL	None
34	8	111	18 Sep 2015 08:00 UTC	KCBS	Late Late Show with James Corden
34	9	0	18 Sep 2015 08:00 UTC	KMEX	None
34	10	65	18 Sep 2015 08:00 UTC	KNBC	Late Night with Seth Myers
34	11	0	18 Sep 2015 08:00 UTC	KTTV-FOX	None
34	12	0	18 Sep 2015 08:00 UTC	MSNBC	None
34	13	0	18 Sep 2015 08:00 UTC	Spain	None
34	14	0	18 Sep 2015 08:00 UTC	WEWS	None
34	15	0	18 Sep 2015 08:00 UTC	WKYC	None
34	16	0	18 Sep 2015 08:00 UTC	WUAB	None
34	17	0	18 Sep 2015 08:00 UTC	World	None
35	1	0	18 Sep 2015 09:00 UTC	AlJazeera	None
35	2	279	18 Sep 2015 09:00 UTC	CNN	Early Start
35	3	0	18 Sep 2015 09:00 UTC	FOX-News	None
35	4	0	18 Sep 2015 09:00 UTC	France	None
35	5	0	18 Sep 2015 09:00 UTC	HLN	None
35	6	0	18 Sep 2015 09:00 UTC	KABC	None
35	7	0	18 Sep 2015 09:00 UTC	KCAL	None
35	8	0	18 Sep 2015 09:00 UTC	KCBS	None
35	9	0	18 Sep 2015 09:00 UTC	KMEX	None
35	10	0	18 Sep 2015 09:00 UTC	KNBC	None
35	11	0	18 Sep 2015 09:00 UTC	KTTV-FOX	None
35	12	0	18 Sep 2015 09:00 UTC	MSNBC	None
35	13	0	18 Sep 2015 09:00 UTC	Spain	None
35	14	0	18 Sep 2015 09:00 UTC	WEWS	None
35	15	0	18 Sep 2015 09:00 UTC	WKYC	None
35	16	0	18 Sep 2015 09:00 UTC	WUAB	None
35	17	0	18 Sep 2015 09:00 UTC	World	None
36	1	247	18 Sep 2015 10:00 UTC	AlJazeera	News
36	2	263	18 Sep 2015 10:00 UTC	CNN	New Day
36	3	183	18 Sep 2015 10:00 UTC	FOX-News	Fox and Friends
36	4	0	18 Sep 2015 10:00 UTC	France	None
36	5	0	18 Sep 2015 10:00 UTC	HLN	None
36	6	0	18 Sep 2015 10:00 UTC	KABC	None
36	7	0	18 Sep 2015 10:00 UTC	KCAL	None
36	8	0	18 Sep 2015 10:00 UTC	KCBS	None
36	9	0	18 Sep 2015 10:00 UTC	KMEX	None
36	10	0	18 Sep 2015 10:00 UTC	KNBC	None
36	11	0	18 Sep 2015 10:00 UTC	KTTV-FOX	None
36	12	0	18 Sep 2015 10:00 UTC	MSNBC	None
36	13	0	18 Sep 2015 10:00 UTC	Spain	None
36	14	0	18 Sep 2015 10:00 UTC	WEWS	None
36	15	0	18 Sep 2015 10:00 UTC	WKYC	None
36	16	0	18 Sep 2015 10:00 UTC	WUAB	None
36	17	0	18 Sep 2015 10:00 UTC	World	None
37	1	0	18 Sep 2015 11:00 UTC	AlJazeera	None
37	2	206	18 Sep 2015 11:00 UTC	CNN	New Day
37	3	199	18 Sep 2015 11:00 UTC	FOX-News	Fox and Friends
37	4	0	18 Sep 2015 11:00 UTC	France	None
37	5	0	18 Sep 2015 11:00 UTC	HLN	None
37	6	0	18 Sep 2015 11:00 UTC	KABC	None
37	7	0	18 Sep 2015 11:00 UTC	KCAL	None
37	8	0	18 Sep 2015 11:00 UTC	KCBS	None
37	9	0	18 Sep 2015 11:00 UTC	KMEX	None
37	10	117	18 Sep 2015 11:00 UTC	KNBC	KNBC Early Today, Today in LA at 430am
37	11	0	18 Sep 2015 11:00 UTC	KTTV-FOX	None
37	12	0	18 Sep 2015 11:00 UTC	MSNBC	None
37	13	0	18 Sep 2015 11:00 UTC	Spain	None
37	14	0	18 Sep 2015 11:00 UTC	WEWS	None
37	15	0	18 Sep 2015 11:00 UTC	WKYC	None
37	16	0	18 Sep 2015 11:00 UTC	WUAB	None
37	17	0	18 Sep 2015 11:00 UTC	World	None
38	1	0	18 Sep 2015 12:00 UTC	AlJazeera	None
38	2	170	18 Sep 2015 12:00 UTC	CNN	New Day
38	3	193	18 Sep 2015 12:00 UTC	FOX-News	Fox and Friends
38	4	0	18 Sep 2015 12:00 UTC	France	None
38	5	0	18 Sep 2015 12:00 UTC	HLN	None
38	6	0	18 Sep 2015 12:00 UTC	KABC	None
38	7	0	18 Sep 2015 12:00 UTC	KCAL	None
38	8	0	18 Sep 2015 12:00 UTC	KCBS	None
38	9	0	18 Sep 2015 12:00 UTC	KMEX	None
38	10	105	18 Sep 2015 12:00 UTC	KNBC	Today in LA at 430am
38	11	0	18 Sep 2015 12:00 UTC	KTTV-FOX	None
38	12	0	18 Sep 2015 12:00 UTC	MSNBC	None
38	13	0	18 Sep 2015 12:00 UTC	Spain	None
38	14	0	18 Sep 2015 12:00 UTC	WEWS	None
38	15	0	18 Sep 2015 12:00 UTC	WKYC	None
38	16	0	18 Sep 2015 12:00 UTC	WUAB	None
38	17	0	18 Sep 2015 12:00 UTC	World	None
39	1	181	18 Sep 2015 13:00 UTC	AlJazeera	News
39	2	197	18 Sep 2015 13:00 UTC	CNN	Newsroom
39	3	188	18 Sep 2015 13:00 UTC	FOX-News	Americas Newsroom
39	4	0	18 Sep 2015 13:00 UTC	France	None
39	5	191	18 Sep 2015 13:00 UTC	HLN	HLN Morning Express
39	6	0	18 Sep 2015 13:00 UTC	KABC	None
39	7	0	18 Sep 2015 13:00 UTC	KCAL	None
39	8	0	18 Sep 2015 13:00 UTC	KCBS	None
39	9	0	18 Sep 2015 13:00 UTC	KMEX	None
39	10	0	18 Sep 2015 13:00 UTC	KNBC	None
39	11	148	18 Sep 2015 13:00 UTC	KTTV-FOX	Morning News at 6AM
39	12	147	18 Sep 2015 13:00 UTC	MSNBC	The Rundown with Jose Diaz-Balart
39	13	0	18 Sep 2015 13:00 UTC	Spain	None
39	14	0	18 Sep 2015 13:00 UTC	WEWS	None
39	15	0	18 Sep 2015 13:00 UTC	WKYC	None
39	16	0	18 Sep 2015 13:00 UTC	WUAB	None
39	17	0	18 Sep 2015 13:00 UTC	World	None
40	1	0	18 Sep 2015 14:00 UTC	AlJazeera	None
40	2	188	18 Sep 2015 14:00 UTC	CNN	Newsroom
40	3	277	18 Sep 2015 14:00 UTC	FOX-News	Americas Newsroom
40	4	0	18 Sep 2015 14:00 UTC	France	None
40	5	204	18 Sep 2015 14:00 UTC	HLN	HLN Morning Express
40	6	175	18 Sep 2015 14:00 UTC	KABC	Good Morning America
40	7	0	18 Sep 2015 14:00 UTC	KCAL	None
40	8	215	18 Sep 2015 14:00 UTC	KCBS	This Morning
40	9	0	18 Sep 2015 14:00 UTC	KMEX	None
40	10	163	18 Sep 2015 14:00 UTC	KNBC	Today Show
40	11	0	18 Sep 2015 14:00 UTC	KTTV-FOX	None
40	12	198	18 Sep 2015 14:00 UTC	MSNBC	The Rundown with Jose Diaz-Balart
40	13	0	18 Sep 2015 14:00 UTC	Spain	None
40	14	0	18 Sep 2015 14:00 UTC	WEWS	None
40	15	0	18 Sep 2015 14:00 UTC	WKYC	None
40	16	0	18 Sep 2015 14:00 UTC	WUAB	None
40	17	0	18 Sep 2015 14:00 UTC	World	None
41	1	0	18 Sep 2015 15:00 UTC	AlJazeera	None
41	2	171	18 Sep 2015 15:00 UTC	CNN	This Hour With Berman and Michaela
41	3	321	18 Sep 2015 15:00 UTC	FOX-News	Happening Now
41	4	0	18 Sep 2015 15:00 UTC	France	None
41	5	209	18 Sep 2015 15:00 UTC	HLN	HLN Morning Express
41	6	171	18 Sep 2015 15:00 UTC	KABC	Good Morning America
41	7	0	18 Sep 2015 15:00 UTC	KCAL	None
41	8	161	18 Sep 2015 15:00 UTC	KCBS	This Morning
41	9	0	18 Sep 2015 15:00 UTC	KMEX	None
41	10	133	18 Sep 2015 15:00 UTC	KNBC	Today Show
41	11	0	18 Sep 2015 15:00 UTC	KTTV-FOX	None
41	12	0	18 Sep 2015 15:00 UTC	MSNBC	None
41	13	0	18 Sep 2015 15:00 UTC	Spain	None
41	14	0	18 Sep 2015 15:00 UTC	WEWS	None
41	15	0	18 Sep 2015 15:00 UTC	WKYC	None
41	16	0	18 Sep 2015 15:00 UTC	WUAB	None
41	17	122	18 Sep 2015 15:00 UTC	World	Newsroom Tokyo
42	1	0	18 Sep 2015 16:00 UTC	AlJazeera	None
42	2	132	18 Sep 2015 16:00 UTC	CNN	Legal View With Ashleigh Banfield
42	3	0	18 Sep 2015 16:00 UTC	FOX-News	None
42	4	0	18 Sep 2015 16:00 UTC	France	None
42	5	140	18 Sep 2015 16:00 UTC	HLN	The Daily Share
42	6	0	18 Sep 2015 16:00 UTC	KABC	None
42	7	0	18 Sep 2015 16:00 UTC	KCAL	None
42	8	0	18 Sep 2015 16:00 UTC	KCBS	None
42	9	0	18 Sep 2015 16:00 UTC	KMEX	None
42	10	83	18 Sep 2015 16:00 UTC	KNBC	Today Show
42	11	0	18 Sep 2015 16:00 UTC	KTTV-FOX	None
42	12	0	18 Sep 2015 16:00 UTC	MSNBC	None
42	13	0	18 Sep 2015 16:00 UTC	Spain	None
42	14	0	18 Sep 2015 16:00 UTC	WEWS	None
42	15	0	18 Sep 2015 16:00 UTC	WKYC	None
42	16	0	18 Sep 2015 16:00 UTC	WUAB	None
42	17	294	18 Sep 2015 16:00 UTC	World	Democracy Now
43	1	0	18 Sep 2015 17:00 UTC	AlJazeera	None
43	2	220	18 Sep 2015 17:00 UTC	CNN	Wolf
43	3	140	18 Sep 2015 17:00 UTC	FOX-News	Happening Now
43	4	0	18 Sep 2015 17:00 UTC	France	None
43	5	194	18 Sep 2015 17:00 UTC	HLN	The Daily Share
43	6	138	18 Sep 2015 17:00 UTC	KABC	The View
43	7	0	18 Sep 2015 17:00 UTC	KCAL	None
43	8	0	18 Sep 2015 17:00 UTC	KCBS	None
43	9	0	18 Sep 2015 17:00 UTC	KMEX	None
43	10	0	18 Sep 2015 17:00 UTC	KNBC	None
43	11	0	18 Sep 2015 17:00 UTC	KTTV-FOX	None
43	12	290	18 Sep 2015 17:00 UTC	MSNBC	MSNBC Live with Thomas Roberts
43	13	0	18 Sep 2015 17:00 UTC	Spain	None
43	14	0	18 Sep 2015 17:00 UTC	WEWS	None
43	15	0	18 Sep 2015 17:00 UTC	WKYC	None
43	16	0	18 Sep 2015 17:00 UTC	WUAB	None
43	17	0	18 Sep 2015 17:00 UTC	World	None
44	1	0	18 Sep 2015 18:00 UTC	AlJazeera	None
44	2	172	18 Sep 2015 18:00 UTC	CNN	Newsroom
44	3	0	18 Sep 2015 18:00 UTC	FOX-News	None
44	4	0	18 Sep 2015 18:00 UTC	France	None
44	5	0	18 Sep 2015 18:00 UTC	HLN	None
44	6	195	18 Sep 2015 18:00 UTC	KABC	Eyewitness News 11AM
44	7	0	18 Sep 2015 18:00 UTC	KCAL	None
44	8	0	18 Sep 2015 18:00 UTC	KCBS	None
44	9	0	18 Sep 2015 18:00 UTC	KMEX	None
44	10	0	18 Sep 2015 18:00 UTC	KNBC	None
44	11	0	18 Sep 2015 18:00 UTC	KTTV-FOX	None
44	12	245	18 Sep 2015 18:00 UTC	MSNBC	MSNBC Live with Thomas Roberts
44	13	0	18 Sep 2015 18:00 UTC	Spain	None
44	14	0	18 Sep 2015 18:00 UTC	WEWS	None
44	15	0	18 Sep 2015 18:00 UTC	WKYC	None
44	16	0	18 Sep 2015 18:00 UTC	WUAB	None
44	17	0	18 Sep 2015 18:00 UTC	World	None
45	1	0	18 Sep 2015 19:00 UTC	AlJazeera	None
45	2	117	18 Sep 2015 19:00 UTC	CNN	Newsroom
45	3	241	18 Sep 2015 19:00 UTC	FOX-News	Shephard Smith Reporting
45	4	0	18 Sep 2015 19:00 UTC	France	None
45	5	171	18 Sep 2015 19:00 UTC	HLN	The Daily Share
45	6	0	18 Sep 2015 19:00 UTC	KABC	None
45	7	0	18 Sep 2015 19:00 UTC	KCAL	None
45	8	0	18 Sep 2015 19:00 UTC	KCBS	None
45	9	0	18 Sep 2015 19:00 UTC	KMEX	None
45	10	160	18 Sep 2015 19:00 UTC	KNBC	KNBC 4 News at Noon
45	11	0	18 Sep 2015 19:00 UTC	KTTV-FOX	None
45	12	0	18 Sep 2015 19:00 UTC	MSNBC	None
45	13	0	18 Sep 2015 19:00 UTC	Spain	None
45	14	0	18 Sep 2015 19:00 UTC	WEWS	None
45	15	0	18 Sep 2015 19:00 UTC	WKYC	None
45	16	0	18 Sep 2015 19:00 UTC	WUAB	None
45	17	0	18 Sep 2015 19:00 UTC	World	None
46	1	0	18 Sep 2015 20:00 UTC	AlJazeera	None
46	2	283	18 Sep 2015 20:00 UTC	CNN	The Lead With Jake Tapper
46	3	0	18 Sep 2015 20:00 UTC	FOX-News	None
46	4	0	18 Sep 2015 20:00 UTC	France	None
46	5	0	18 Sep 2015 20:00 UTC	HLN	None
46	6	0	18 Sep 2015 20:00 UTC	KABC	None
46	7	0	18 Sep 2015 20:00 UTC	KCAL	None
46	8	0	18 Sep 2015 20:00 UTC	KCBS	None
46	9	0	18 Sep 2015 20:00 UTC	KMEX	None
46	10	0	18 Sep 2015 20:00 UTC	KNBC	None
46	11	0	18 Sep 2015 20:00 UTC	KTTV-FOX	None
46	12	0	18 Sep 2015 20:00 UTC	MSNBC	None
46	13	0	18 Sep 2015 20:00 UTC	Spain	None
46	14	0	18 Sep 2015 20:00 UTC	WEWS	None
46	15	0	18 Sep 2015 20:00 UTC	WKYC	None
46	16	0	18 Sep 2015 20:00 UTC	WUAB	None
46	17	0	18 Sep 2015 20:00 UTC	World	None
47	1	161	18 Sep 2015 21:00 UTC	AlJazeera	News
47	2	221	18 Sep 2015 21:00 UTC	CNN	Situation Room
47	3	0	18 Sep 2015 21:00 UTC	FOX-News	None
47	4	0	18 Sep 2015 21:00 UTC	France	None
47	5	0	18 Sep 2015 21:00 UTC	HLN	None
47	6	0	18 Sep 2015 21:00 UTC	KABC	None
47	7	0	18 Sep 2015 21:00 UTC	KCAL	None
47	8	0	18 Sep 2015 21:00 UTC	KCBS	None
47	9	0	18 Sep 2015 21:00 UTC	KMEX	None
47	10	123	18 Sep 2015 21:00 UTC	KNBC	Access Hollywood Live
47	11	46	18 Sep 2015 21:00 UTC	KTTV-FOX	The Doctor Oz Show
47	12	273	18 Sep 2015 21:00 UTC	MSNBC	MSNBC Live
47	13	0	18 Sep 2015 21:00 UTC	Spain	None
47	14	127	18 Sep 2015 21:00 UTC	WEWS	Live on 5
47	15	0	18 Sep 2015 21:00 UTC	WKYC	None
47	16	0	18 Sep 2015 21:00 UTC	WUAB	None
47	17	0	18 Sep 2015 21:00 UTC	World	None
48	1	309	18 Sep 2015 22:00 UTC	AlJazeera	News, Inside Story
48	2	281	18 Sep 2015 22:00 UTC	CNN	Situation Room
48	3	279	18 Sep 2015 22:00 UTC	FOX-News	Special Report with Bret Baier
48	4	0	18 Sep 2015 22:00 UTC	France	None
48	5	0	18 Sep 2015 22:00 UTC	HLN	None
48	6	0	18 Sep 2015 22:00 UTC	KABC	None
48	7	0	18 Sep 2015 22:00 UTC	KCAL	None
48	8	0	18 Sep 2015 22:00 UTC	KCBS	None
48	9	0	18 Sep 2015 22:00 UTC	KMEX	None
48	10	0	18 Sep 2015 22:00 UTC	KNBC	None
48	11	3	18 Sep 2015 22:00 UTC	KTTV-FOX	The Doctor Oz Show
48	12	183	18 Sep 2015 22:00 UTC	MSNBC	Politics Nation With Al Sharpton
48	13	0	18 Sep 2015 22:00 UTC	Spain	None
48	14	63	18 Sep 2015 22:00 UTC	WEWS	NewsChannel 5 at 6pm
48	15	0	18 Sep 2015 22:00 UTC	WKYC	None
48	16	0	18 Sep 2015 22:00 UTC	WUAB	None
48	17	0	18 Sep 2015 22:00 UTC	World	None
49	1	0	18 Sep 2015 23:00 UTC	AlJazeera	None
49	2	237	18 Sep 2015 23:00 UTC	CNN	Erin Burnett Out Front
49	3	274	18 Sep 2015 23:00 UTC	FOX-News	On the Record with Greta Van Susteren
49	4	0	18 Sep 2015 23:00 UTC	France	None
49	5	0	18 Sep 2015 23:00 UTC	HLN	None
49	6	128	18 Sep 2015 23:00 UTC	KABC	Eyewitness News 4PM
49	7	174	18 Sep 2015 23:00 UTC	KCAL	KCAL 9 News at 4PM
49	8	0	18 Sep 2015 23:00 UTC	KCBS	None
49	9	0	18 Sep 2015 23:00 UTC	KMEX	None
49	10	72	18 Sep 2015 23:00 UTC	KNBC	The Ellen DeGeneres Show
49	11	0	18 Sep 2015 23:00 UTC	KTTV-FOX	None
49	12	234	18 Sep 2015 23:00 UTC	MSNBC	Hardball with Chris Matthews
49	13	0	18 Sep 2015 23:00 UTC	Spain	None
49	14	0	18 Sep 2015 23:00 UTC	WEWS	None
49	15	45	18 Sep 2015 23:00 UTC	WKYC	Channel 3 News at 7
49	16	0	18 Sep 2015 23:00 UTC	WUAB	None
49	17	197	18 Sep 2015 23:00 UTC	World	France 24, Deutsche Welle Journal
50	1	233	19 Sep 2015 00:00 UTC	AlJazeera	News
50	2	192	19 Sep 2015 00:00 UTC	CNN	Anderson Cooper 360
50	3	231	19 Sep 2015 00:00 UTC	FOX-News	The OReilly Factor
50	4	0	19 Sep 2015 00:00 UTC	France	None
50	5	0	19 Sep 2015 00:00 UTC	HLN	None
50	6	142	19 Sep 2015 00:00 UTC	KABC	Eyewitness News 5PM
50	7	0	19 Sep 2015 00:00 UTC	KCAL	None
50	8	112	19 Sep 2015 00:00 UTC	KCBS	CBS 2 News at 5PM
50	9	230	19 Sep 2015 00:00 UTC	KMEX	Primer Impacto
50	10	120	19 Sep 2015 00:00 UTC	KNBC	Channel 4 News
50	11	0	19 Sep 2015 00:00 UTC	KTTV-FOX	None
50	12	0	19 Sep 2015 00:00 UTC	MSNBC	None
50	13	0	19 Sep 2015 00:00 UTC	Spain	None
50	14	0	19 Sep 2015 00:00 UTC	WEWS	None
50	15	0	19 Sep 2015 00:00 UTC	WKYC	None
50	16	0	19 Sep 2015 00:00 UTC	WUAB	None
50	17	194	19 Sep 2015 00:00 UTC	World	BBC World News America, Nightly Business Report
51	1	276	19 Sep 2015 01:00 UTC	AlJazeera	News
51	2	0	19 Sep 2015 01:00 UTC	CNN	None
51	3	129	19 Sep 2015 01:00 UTC	FOX-News	The Kelly File
51	4	0	19 Sep 2015 01:00 UTC	France	None
51	5	0	19 Sep 2015 01:00 UTC	HLN	None
51	6	146	19 Sep 2015 01:00 UTC	KABC	Eyewitness News 6PM, World News Tonight With David Muir
51	7	0	19 Sep 2015 01:00 UTC	KCAL	None
51	8	194	19 Sep 2015 01:00 UTC	KCBS	CBS 2 News at 6, CBS Evening News
51	9	128	19 Sep 2015 01:00 UTC	KMEX	Noticiero Univision
